EU,58.836490,39.418945;
AF,-0.131836,17.006836;
OC,-34.052659,148.227539;
AS,23.039298,466.743164;
AN,-77.561042,26.103516;
NA,51.672555,-108.896484;
SA,-17.308688,-58.886719;
